text,emotion
where u at,Normal
waah were no longer your peeps,Sadness
lol wow dawg doesnt sound like youre playing i feel bad now haha,Sadness
extremly deep,Normal
my little foster kittens are getting bigchubba and winston are going b missed when they get amazing homes,Happy
one week till exam block,Happy
im not at home with my cats right now,Normal
hoping i didnt fail english that would just be sad,Anxiety
know what would be great for my shoulder to stop hurting so i can sleep normal again i just wantneed a few solid hours of good sleep,Anxiety
lenos last show was tonight i like him better than conan,Normal
im sorry about your bad driving experiences,Sadness
i dont have any of that,Normal
already misses,Sadness
plan may changes nooooooo,Angry
my sister is a douchebag,Angry
theres relisting fees when you dont complete a sale that sucks,Normal
random has an a,Normal
i knew i shouldve worn the sars mask on the plane from socal feeling the beginnings of a sore throat,Anxiety
gutted that the bathroom still isnt free early work isnt going to happen and i need the loo,Sadness
july too long,Normal
awww i wish i could have been there im stuck here about to jab out my eyes with knitting needles,Anxiety
me too wonder if mnet will show it,Normal
wearing glasses gives me a headache,Normal
stop talkin about food haha fill like sum nw hha hows your day goin or starting,Happy
finished sewing for the night uploading pictures from slidebar and beach i cant believe i am having difficulties with twitter,Anxiety
thank you cant wait ummm btw ima crash still sick,Sadness
first my work computer now my home laptop is fucked,Sadness
a guy calls her phone to see if the number is real ohh my phone isnt working try tomorrow,Anxiety
thirsty and lonely you buggers are making me feel like a scotty no mates,Anxiety
i know we came back from down in the st just to lose the lead in the last minutes,Anxiety
gosh summer vacation is almost over here at the philippines kinda sad i wonder what section will i be in,Anxiety
but is on page at ms twitterworld only votes,Normal
im bummed that i cant wear my sweet nike kicks to work,Anxiety
your twitter is broken,Anxiety
sleepgood night tweeties down to oc tomorrow i hope and pray that rachyl gets better soon,Normal
its depressing im stuck inside all day,Sadness
i even saw the news feeds of the archie website but cant believe hed choose veronica im disappointed,Anxiety
i hate being sick i miss and,Sadness
im eating sliders at barjohnnys theyre pork tho not beef still on the search,Normal
getting ready for school second maths test today also its my last day of rd year next week i will officially be in th year,Happy
woke upi wanna stay in my bed,Sadness
depressed that i wasnt included in the morcom gardens quiz on facebook,Anxiety
yeah its still totally in the high s here soooo notlooking forward to aug and sept up here,Anxiety
upsidedown tomato plants died,Sadness
so deep its priecing my soul,Sadness
oh come on you get next week off and i get next week full of exams,Anxiety
friday here at last not much fun when your skint though,Normal
i know dont tell anyone i dont know if my dad told the famz yet i think im taking it online,Anxiety
caant iht be earlier icant wait that long ahar,Sadness
friday yay and a bonus dont have to drive to wales tonight athough will miss kitten cuddles and going for a ride,Happy
my children have promised me birthday brekkie in bed theres a problem with that in that theres bugger all food in the house,Anxiety
woops i only just realized my dms to you are not going through,Anxiety
i dont think i will be able to get out of bed tomorrow morning we will seeeee,Normal
i cant use my blackberry today this sucks,Normal
q what studio created open season should google it or look at the dvd downstairs but feeling lazy,Happy
the times they are a changing,Normal
why do you hate me,Sadness
time for tv in bedthen spending all day catching up on studying i hate online summer classes,Angry
video is not available to us foreigners,Normal
wanted to visit the animals but we were too late,Sadness
pc i agree we have a problem we must stop spending and only work,Anxiety
i just missed it,Sadness
dang it i really look like crap sigh only had mins to shower and mins to get ready,Angry
waiting to get picked up,Normal
so exhaustedcant sleep i dont like these nights,Sadness
im gonna miss all the live comet action tomorrow i have to go take care of my cousins and they dont have access to the interwebz,Sadness
lol i cant drink,Normal
if bill compton has wii why cant he have twitter,Normal
sorry to hear that,Sadness
morning sports day today and i have to do the threelegged race with mr pettigrew said im not aloud to trip her up,Anxiety
just found out i cant drink at this bar booo missing e at palominos no cheers sad face,Sadness
cannot sleep hours of tossing and turning,Anxiety
omg going to die of swine flu when i go to melbourne,Anxiety
packing i dont like it,Angry
dang it so its not certain are you okay,Normal
wishes dave gilmour and roger waters would reunite for a pink floyd concert,Normal
finished a whole box of ice cream,Sadness
in horse town blown out car speakers,Normal
someone make me a cofffeeeeeee,Normal
plus i just deposited tax return cheque but for first time in years it didnt clear immediately,Anxiety
photo martwo omg i love you i accadentally deleted this photo yay hes so beautiful,Happy
i knooww amp my hot water bottle iss in whangamata without me ahhhhh,Anxiety
my nose is stuffy,Normal
last night in newport,Normal
thanks for the rt and sorry about your new place with the domestics,Normal
ok other then my shoe the club is cool its fun and its poppin except the ppl tryna dance wit me,Happy
holy crap its raining in la and i dont have a jacket oh no,Anxiety
aright twitter fam guess ima be outties gonna try n sleep off some of this horrible pain,Normal
baby was not herself after recieving vaccines,Normal
wish i could attend e this year but these small events like the nba and stanley cup finals keep getting in the way work work work,Anxiety
lol hi emmy latin would help me study for the aptitude tests to get into grad school thats why i wanna take it,Happy
btw i am not a wimp,Sadness
lol yeah yeah you big perv was hoping to see you next week but scrapped plans,Normal
rejecting all food substances,Anxiety
no i was trying to interview dr paul twomey ceo of icann phone issues cut the interview from mins to,Anxiety
i cant add you on myspace girly it asks for a last name and email,Sadness
back at vienna sooo tired luggage lost manchester d been great very good outcome from seminar at mbs amp great people around,Angry
dont think i can take a needle watched a horribly gory short film on drugs a few months ago im scarred for life,Anxiety
i dont wanna go back to work sleepy time,Sadness
it feels not good,Anxiety
watching the biggest loser on hallmark never fails to make me cry nyeh,Normal
that sucks how old are you actually,Normal
